"Name","Size(MB)","LastModified"
"C:\Users\ausrap\3D Objects","0.351395606994629","2/21/2023 10:33:37 AM"
"C:\Users\ausrap\Contacts","0","7/1/2021 7:47:42 AM"
"C:\Users\ausrap\Documents","0","1/12/2023 8:02:17 AM"
"C:\Users\ausrap\Downloads","395.828319549561","3/10/2023 8:32:45 AM"
"C:\Users\ausrap\Favorites","0.0001983642578125","7/1/2021 7:47:42 AM"
"C:\Users\ausrap\Links","0.00137805938720703","7/1/2021 7:47:42 AM"
"C:\Users\ausrap\Microsoft","22.497519493103","2/22/2019 10:01:49 AM"
"C:\Users\ausrap\Music","0","7/1/2021 7:47:42 AM"
"C:\Users\ausrap\OneDrive","0","8/9/2021 7:53:46 AM"
"C:\Users\ausrap\OneDrive - Narbutas","43008.1129274368","3/8/2023 8:10:03 AM"
"C:\Users\ausrap\Saved Games","0","7/1/2021 7:47:42 AM"
"C:\Users\ausrap\Searches","0.00214672088623047","7/1/2021 7:47:42 AM"
"C:\Users\ausrap\TOSHIBA","373.355449676514","4/13/2018 8:45:05 AM"
"C:\Users\ausrap\Videos","0","7/1/2021 7:47:42 AM"
"C:\Users\ausrap\1_Bendrieji_tarifinio_klasifikavimo_principai.pdf","0.514664649963379","7/15/2020 3:05:11 PM"
"C:\Users\ausrap\3D Objects\Desktop - Shortcut.lnk","0.00084686279296875","2/21/2023 10:33:37 AM"
"C:\Users\ausrap\3D Objects\TRN147515.JPG","0.35054874420166","11/5/2019 10:55:18 AM"
"C:\Users\ausrap\Downloads\HPEasyStart_12_2_5163_01","39.3987493515015","1/5/2021 11:25:50 AM"
"C:\Users\ausrap\Downloads\Microsoft.SkypeApp_kzf8qxf38zg5c!App","162.992983818054","10/25/2018 12:21:34 PM"
"C:\Users\ausrap\Downloads\1.JPG","0.134308815002441","3/8/2023 10:28:05 AM"
"C:\Users\ausrap\Downloads\1222_001.pdf","0.802927017211914","3/8/2023 12:48:35 PM"
"C:\Users\ausrap\Downloads\1987228_MAIN.pdf","1.95806121826172","10/10/2022 12:43:15 PM"
